chinese_text,attitude,isLongText
科技潮玩 【这才是好兄弟[good]移动暗中为华为5G双模手机助力】中移动近日在发送5G套餐体验包服务提醒时，表示未来5G网络为NSA/SA混合组网，网络升级后仅支持NSA的单模手机，在仅有SA网络地点将无法连接5G网络。地球人都知道，目前国内5G手机只有华为5G手机Mate30 支持NSA/SA双模双待，移动无形中是给华为做了一波广告，好兄dei哥哥记住你啦[笑哈哈][笑哈哈],1,1
华为Mate30和iPhone11谁更好看？我说华为Mate30好看会不会被喷？ ,1,0
库克说5G技术不成熟是死鸭子嘴硬。苹果新品的发售周期正好踩在5G更新迭代的前夜了，这个节骨眼发的产品都是一年前设计布局的，肯定没有5G啊，但是成本都投了，物料配件都采购了，订单都排了，也只能硬着头皮卖了。华为的产品迭代周期节奏就胜了一筹，春天时候发了p30，很快上市mate30正好配合5G首发。这样华为的产品周期要比苹果快10个月。如果苹果不在明年初破例发布5G版的话，被吊打一年是妥妥的。,1,1
我好像又知道了个华为Mate30系列的料    截止现在这两个料，媒体、各种猜测都还未涉及最近手机圈竞争有点歪了，华为Mate30系列应该是一次摆正，让大众再一次感受到不需要争论的震撼！    会是哪两个方面呢？大家对华为5G手机Mate30 有什么其他的期待呢？ ,1,0
【华为：即将发布的Mate 30将不再预装任何谷歌应用程序】9月9日，华为在2019年柏林IFA展上对媒体确认，即将发布的秋季旗舰手机Mate 30将不预装谷歌的应用程序和Google Play服务。按计划，华为Mate 30将于9月19日在德国慕尼黑发布，搭载华为最新的麒麟990芯片。谷歌方面此前表示，华为Mate 30无法预装Google应用和服务，并非不能使用Android系统。 ,1,1
iPhone11系列虽然不支持5G，但要实现5G网络是非常简单的事，苹果用户也不必担忧。vivo NEX3、小米9 Pro、华为Mate30这几部即将发布的都是5G手机，到时候iPhone11用户可以买一部在5G网络下开热点，这样iPhone11就可以体验5G网络了。 ,0,0
看完苹果这次的发布会，有点期待华为mate30的5G版了… ,1,0
疑似华为Mate30 GeekBench单双核跑分，搭载的是麒麟990 4G芯片。 ,1,0
一加7T Pro的手机壳，圆形浴霸稳了，就看到时候与华为Mate30 Pro哪个浴霸更强了 ,0,0
华为P30Pro的全新双拼配色，怎么样你觉得漂亮么？华为mate30 ,1,0
华为Mate30撞车iPhone 11，这是华为和苹果的第一次正面刚！苹果发布会 搞笑汝的微博视频 ,1,0
厨房冷清，则婚姻凉凉；厨房热闹，家庭就暖暖。厨房是婚姻的温度计，热气腾腾的厨房才能烹饪出美好暖心的婚姻。和@欧派家居集团 一起周六下厨拯救爱，用行动让家更有爱。晒照还可赢华为Mate30大礼！详情快去周六下厨拯救爱话题页！欧派家居集团的秒拍视频 ,1,0
华为神秘新机跑分，型号跟Mate30/Mate30 Pro对不上，暂时不知道是什么机型。麒麟990+8GB+Android 10系统。图二是之前查的骁龙865工程机跑分。 ,1,0
华为5G手机Mate30迫不及待体验“瀑布屏”    根据流出的工程机图片，华为新机的超高曲率屏幕是实锤了！相信真机会非常漂亮😍正面顶部采用了和华为Mate20 Pro一样的设计 相信我Pro宽度不会是兔牙那样换机的想法亟不可待。 ,1,0
捕捉时光瞬间，凝结影像之美。9月19日 华为Mate30Rethink possibilities 一是昨天的微博视频 ,1,0
华为5G手机Mate30打算换华为了 这一代苹果太丑 还没有5g 想换个mate30 5g版 128或者256的 大家推测一下 大概要多少钱 我也好准备一下银子了  ,1,0
华为5G手机Mate30从单摄到双摄到三摄到四摄，华为一直在突破，不过这次mate30摄像头的排列我觉得比mate20的要好看哎 武汉·光谷 ,1,0
官宣3段视频揭秘华为Mate302017体博会展区亮点系列 华为手机官方以3段预热视频为主，来对华为Mate30系列新机的新亮点进行诠释。第一个视频中“硬核极速 重构连接想象”为主题，视频画面中揭秘了华为Mate30系列新机以5G赋能，拥有疾驰的传输速度和强悍的运算速度。第二段视频以“刹那即永恒 重构时间想象”为主题，我们看到视频中画面中光影“脚步”放慢后，清晰还原每个细节动作，揭秘华为Mate30系列新机将再次为我们开启前所未有的影像世界。第三段视频中，“拍‘暗’叫绝 重构黑夜想象”为主题的画面里，通过镜头拉近暗夜距离，通过华为Mate30系列新机的清晰影像捕捉每一帧光影流动，黑夜中捕捉精彩，华为Mate30系列新机更专业。,1,1
华为Mate30系列和小米MIX4系列你们会选择哪款？哇科技 ,0,0
华为手机与 Windows 10 数据、操作互通演示 「HUAWEI Share 一碰传」 手机与笔记本碰一碰，图片、视频、文档即可快速传输，并可共享剪贴板和文档......微软Windows10win10Windows电脑笔记本 华为Mate30 华为 数码君的微博视频 ,1,0
已发布或即将发布的四大旗舰手机，如果只能选择一款，你们会选择哪一款呢？1.三星note 10+2.华为mate30 pro3.iPhone 11pro max4.小米mix4 ,0,0
华为年度新旗舰机mate30现身，这次不再学iPhone 了苹果发布会 搞笑汝的微博视频 ,1,0
mate30的背面越看越好看啊，我已经接受滚筒洗衣机的设定了[哆啦A梦吃惊]那个绿色和蓝色是真的好看，耐看。天空之镜买了就后悔，花哨，不耐看，还不如买黑色的。深刻认识到了mate系列果然才是真正的亲生儿子，p系列就是为了稳住上半年销量而生的[允悲]屏幕，性能，音质，拍照，录像，目测这些功能都将超过p30系列，他们首发貌似也就差1000元左右，差距却这么大。还有最重要的5g[允悲][允悲][允悲]我已经后悔没有听我朋友再等等买mate30了[泪]以后长记性了买m不买p[泪],1,1
百度搜索iPhone11，跳出来的第一个内容却是华为Mate30。这波截胡太6了，你的手机是这样吗？ ,1,0
这个手机真的很奇怪，耳机在别的手机上用的好好的，在这个手机上为什么只有一个响？上次扔耳机以为耳机坏了，这次发现是手机有毛病，再撑一个月，mate30！ ,1,0
知名博主曝光年华为Mate30系列的新配色命名为：暖砂杏、赤霞橙、水漾流金、湖光青等，暖砂杏的别名曾为蜜合色，出自红楼梦里薛宝钗的服饰……各位觉得如何，有没有可能引领下半年或者明年的手机配色潮流。 ,1,0
苹果发布会也已经结束了剩下的还有16号的vivo NEX3，19号的华为mate30以及月底24号小米9pro5G版本 ,1,0
网友放出华为Mate 30 Pro的正面真机照，和之前爆料的一样，采用了瀑布屏的设计，正面为小刘海，刘海部位可以明显的看到有三颗传感器，根据之前的消息应该还有两颗传感器。简单感受了解一下吧！（Via.阳阳你好）华为5G手机Mate30花式种草 ,1,0
Mate30 PPT：我们的刘海比苹果小百分之三十。 ,1,0
小米9 Pro 小米MIX49.24这两天还有华为Mate30，也在上海 ,0,0
库克回应新iPhone不支持5G，部分网友：5G不实用！    不可否认的是iPhone11是一款很好的产品，缺少了5G是个遗憾，但遗憾终究是遗憾，不能反过来变为优势！    希望部分网友正视事实，万不可罔顾现状，甚至拉华为Mate30下水    华为：我太难了！出个5G手机都要被指指点点 ,1,0
华为5G手机Mate30这个手机比爱疯好不 北京 ,1,0
【华为智能手表WATCH GT2或将搭载鸿蒙操作系统？】从目前已知的信息来看，华为将于9月19日在德国慕尼黑发布Mate30系列新机，届时除了手机外，华为也官宣将要一同发布FreeBuds 3pro新款蓝牙耳机以及WATCH GT2智能手表，这两者最大的相同点是同样搭载了华为最新推出的麒麟A1芯片，这也是海思除了终端处理芯片外，又一麒麟系列芯片，将主要用于手表，耳机，眼镜以及音箱等智能设备上，其具备有优秀的蓝牙连接效果和稳定性，以及自带核心处理器，再配合鸿蒙OS分布式操作系统，这将使得手机上的一些交互体验可以联动起这些智能周边。我们不妨设想一下，华为WATCH GT2 在鸿蒙OS分布式操作系统和麒麟A1芯片的配合下，一些可能性的新玩法。比如：可以通过手表进行查看手机上的联系人，并进行拨号，也可以进行语音输入回复各类信息；你再比如：可以通过操作音频播放器的上下曲，音量大小，以及将音频输出端切换至手表…鸿蒙OS分布式操作系统的可能性会大大超出我们现在对一些智能设备在交互体验上的一些假想。在硬件芯片上和软件系统上，华为做出了极大的努力，拥有自己独到的全套解决方案，这也使得华为在“1+8+N”的大战略下，将变得越来越强大。@科技C先生 @长安数码君 @余承东 @宅数码Kael @Ark咔嚓一下 @华为何刚 @ichangezone @宋敬亭 @万能的大熊,1,1
旗舰手机设计华山论剑！从设计、颜值、引领性来看，大家觉得华为Mate30、iphone11、VIVO NEX3、一加7T、摩托哪款看着最顺眼个人感觉还是华为Mate30顺眼，这成果很大一部分也靠同行衬托啊 ,1,0
小米的无线充电是30W，而华为Mate30曝光的是27W，只差3W。华为有没有可能隐藏实力，把30W故意搞成27W？华为隐藏实力的事可没少干。 ,1,0
华为影业曝光华为mate30啦，这操作666数码手机华为Mate30华为手机 ,1,0
这两天太忙了，微博都发少了，争取明天开始多发一些。先晒一下即将和Mate30一起发布的华为WATCH GT2吧，新增了好多表盘，边框也变窄了好多！ ,1,0
华为手机官方的秒拍视频 华为Mate30预热视频，这不就是960帧超级慢动作嘛？ ,1,0
华为发布Mate30的预热短片，不是暗示，基本就是明示，主打暗光视频，这功能目前还没有哪家在做。很考验算力和优化。和iPhone 11 Pro比起来，我现在更好奇华为能做出啥产品。官方确认！华为Mate30系列主推暗光视频拍摄 ,1,0
苹果发新了，iPhone 11，在美国七百美元就可以买到，美国人月入三四千的工薪阶层可以买四五部。再看看爱国企业华为，一部Mate30🉐 花光一个工薪层一个月的薪水吧？华为 沈阳·澳海西湖印象 ,-1,0
数码博主@阳阳你好 爆料华为Mate30 真机照不出意外的使用了国际大厂都用的刘海屏，并且还曲了很多，各位怎么看？这颜值打几分？ ,0,0
接下来就是vivo NEX3 官宣9.16发布华为mate30 官宣9.19发布小米MIX4 9月底应该都会上5G你会选择谁呢？iPhone11系列压力好大如果小米MIX4 真有屏下摄像头那我肯定忍不住了好怕小米忘了MIX的初衷搞个升降式摄像头 ,0,0
华为mate30带着保护外壳的样子，这不是刘海屏嘛，成精的粉丝取名：“门牙屏”   ,0,0
华为5G手机Mate30 华为Mate30 5G智能手机将于9月19日在德国柏林全球首发。值得一提的是，这是一款全系5G的智能手。（重点突出全系5G），全系5G，销量1个亿iPhone11手机没有5G，苹果哭晕在厕所新iPhone发布 ,1,0
无惧黑暗视界，光影不止于所见。9月19日，与华为Mate30一起，Rethinkpossibilities  华为终端官方微博的微博视频 ,1,0
华为Mate30 Pro赤霞橙的右边框，可以看到只有一个电源键。 ,0,0
在以往华为Mate系列“每一拍都是大片”的基础上，华为Mate 30系列有望在高速摄影、暗光视频拍摄等方面带来重大突破，实现电影级别的拍摄效果。华为Mate30系列将把手机摄影带到何种高度？DXOMark评分是否再一次创造世界纪录？9月19日，便见分晓。 高速摄影、无惧暗光！华为Mate30系列拍照/视频性能重大突破 ,1,0
华为Mate30标准版，“兔牙”刘海？    根据贴膜生产商的产品小样，结合我之前的爆料，华为Mate30标准版的正面基本确定了(图二、三)。    你能接受吗？还是更期待pro版？ ,0,0
华为Mate30Realme手机超话手机厂商现在样张和视频都开始拍鹰了，厉害厉害不过图二的鹰明显有点儿底气不足 ,1,0
这是什么原因？@华为终端官方微博 @华为手机 华为华为超话华为Mate20华为Mate30华为P30 因为mate30要出来的原因？ Hamilwen的微博视频 ,0,0
看我多努力，你们要的华为Mate30系列手机背面！华为5G手机Mate30 ,1,0
对卓越科技成果的热爱，对美好智能生活的向往是没有界限的。无论是在华为IFA2019上，还是即将到来的HC2019，我们一直在努力将科技之美传递给所有人，致力于构建更加美好的智能世界。9月19日，德国慕尼黑，一起见证华为 Mate30系列重构未来可能。 华为中国的微博视频 ,1,0
之前很多朋友问的Mate30，推出了一段捕捉时光瞬间，凝结影像之美的预告，这片子太帅了！9月19日 华为Mate30Rethink possibilities 数懒小姐姐的微博视频 ,1,0
华为Mate30 Pro真机正面，这还是没有安装EMUI10的原生安卓呢via 阳阳你好 ,1,0
新iPhone来了 水果厂的号召力还是独占鳌头的，不过是对快充和电池稍加提升，起步价偏低一点儿，网上便掀起一片热潮了。虽然不喜欢华为的爱国营销，但对它与水果厂的差距，还是不免有些感伤的。少点儿让人反感的爱国营销，华为Mate30 pro还是能够凭借产品力赢得市场的。等这款和小米mix4[超话]一加7t,1,1
如果这次Mate30系列器件全面“脱美”，我不惊讶，七年前任总就担心如果美国操作系统不给用要有备胎。因为美国政府的恶意阻拦，各操作系统都是美国企业、合作有些困难。再次看任总的远见和战略判断： ,1,0
还有一个礼拜，华为mate30系列5G手机将在德国慕尼黑全球发布。一款具有 双模 的真正意义上的5G手机！心在跳，钱在烧华为5G手机Mate30 ,1,0
华为5G手机Mate30 【9月19号华为正式发布第一款5G智能手机】华为Mate30 5G智能手机也是具备世界领先技术的双模全系真5G手机看到动图里这个可爱（怜）的小胖纸，大声告诉我你们脑海中浮现的友商是哪一家 ,1,0
华为Mate30 Pro的爆料方式有些雷同官方要开始预热了？话说小米Mix4的爆料了？图源水印 ,0,0
官方海军？深圳奖励采用独立组网模式的5G基站[吃瓜]    深圳对按时完成5G基站建设目标的电信运营企业，原则上对采取独立组网模式建设的基站每个给予1万元奖励，单个电信运营企业最高奖励1.5亿元！    我感觉华为要乐疯，毕竟目前只有华为手机支持SA/NSA两种5G组网模式，开个玩笑，官方这样做不是因为华为，而是因为SA独立组网模式5G基站投入小、效率高，优势明显……5G来了华为5G手机Mate30,1,1
我是不是被华为套路了？    今天早上华为那边说我昨天发的那个华为5G手机Mate30 的包装图热度很不错，想请我吃顿饭，往返车接车送！    我也没多想就答应了，果然有免费的车坐，还吃了一顿简单的早点，给我介绍了一些朋友就没管我了，这都这会了也没见送我回去，我好像出不去了 ,0,0
华为5G手机Mate30发达归越来越发达可研发人员能不能也考虑考虑用户的体验感现在新出的手机都越来越丑越来越丑是怎么回事我就不知道是在比科技先进还是比外观谁丑了 ,-1,0
华为Mate 30，突显瞬间更多细节。从视频来看，难道是手机的快速抓拍以及高解析力的能力？华为Mate30  虾玩科技的微博视频 ,1,0
华为Mate30 Pro又一波真机曝光它来了它来了！ ,1,0
我觉得这个节点上买爱疯11的都是。。哈哈哈哈。按现在这个5G铺开的速度。。19号华为的mate30一发布怕是要凉一半。。我个人还是比较期待麒麟990的。苹果的发布会真是越来越没看点了。。玩的全是安卓们玩过的东西。 成都 ,1,0
听说博主被关了半个月小黑屋，这是他曝光的两张华为Mate30的真机外包装图片，这是要6+128GB起步啊，真这样也是好事，毕竟照片视频都那么大了，当然加量不加价可能是大家都想看到的 ,1,0
听说你们都在听“朋友”说，今年华为Mate30系列的新配色命名为：暖砂杏、赤霞橙、水漾流金、湖光青？？？新配色，四种新配色？？？加上慕尼黑，就是五种配色了呗？我太可怜了，没有“朋友”。哎 ,1,0
两部手机用了5年了，卡的不行，准备换机。最近苹果11上市，价格还便宜，经过慎重考虑，我还是选择等待华为mate30。 ,1,0
华为Mate30Pro真机曝光   华为Mate30 Pro真机照来了，Mate30 Pro搭载海思麒麟990芯片，后置超感光徕卡电影四射：电影摄像头+超感光摄像头+长焦摄像头+3D深感摄像头。     40W超级快充，27W无线超级快充。     你们准备好了吗？ ,1,0
捕捉光影流动，凝结每一瞬间！9月19日•慕尼黑，与华为Mate30系列一起，开启前所未见的奇幻世界! Rethinkpossibilities  华为手机的微博视频 ,1,0
iphone11 pro苹果发布会 结束了以后，2019年的手机圈发布会最让数码爱好者最大的期待可能就只有华为 搭载麒麟990 5G版的mate30和小米的mix4了，因为会带来更多的新技术 广州 ,1,0
华为mate30系列发布在即，拿什么应对刚发布的苹果iPhone11系列？苹果讲创新时说：创新不一定是改变，而是为了做得更好。而华为也谈创新，口号是：创新还要创造，改变还要突破。华为预热Mate30的文案谈了三点：1.硬核极速，重构联合接想象；2.拍暗叫绝，重构黑暗想象；3.刹那间永恒，重构时间想象。第1点说的应该是麒麟990+Ai+5G！后两点是要在P30系列拍摄功能上更进一步！曾经浴霸不能，如今完美画圆？期待Mate30的表现！[可爱]华为5G华为Mate 30,1,1
华为5G手机Mate30 华为真机果真如此样子吗？喜欢吗？无物理音量按键，是不是也没有物理电源按键，都集合在了屏幕内？五月数码科技 我的思维限制了我的想象。期待华为Mate30全系5G手机首发 ,1,0
库克回应新iPhone不支持5G先搞个 华为Mate30 了解一下 5G 的快感顺便怀念一下 Lumia 「奥利奥」 ,1,0
华为数码 《华为Mate30全系5G手机值不值得购买》 苹果首次对比华为  华为Mate30全系5G手机值不值得购买 ,0,0
华为5G手机Mate30这么多人都在说新iPhone不支持5G，有没有买的必要，然后还要等着买华为5G手机。我现在的状态一脸懵逼[费解][费解]，5G普及了？啥时候的事？如果没有你们现在买了5G手机有蛋用[费解]，全国有5G信号的地方有多少？不还是得老老实实用4G网？我不担心我手机不支持5G，等啥时候我老家农村有5G信了再换手机也不迟,-1,1
【华为Mate 30包装盒及真机部分照曝光】微博博主@长安数码君 及推特博主曝光了华为Mate 30的包装盒及真机部分照。从图中得知，华为Mate 30配备6+128GB机身存储，配色为亮黑色。根据推特博主的曝光图，华为Mate 30的刘海设计与之前曝光的一致，是小刘海设计，其背面被保密，不过从官方预热视频不难看出，其相机模组设计应该是圆形浴霸设计。谁家的浴霸最好看呢？[doge]华为mate30,1,1
近些年不断创新进取的华为，其品牌影响力正在不断的增强，而新iPhone缺失今年最重要的&quot;5G&quot;，则会让其本身影响力更加糟糕。两者相对比，消费者会更期待哪一个？ 新iPhone创新乏力，华为Mate30系列或成5G手机最佳选择 ,1,0
Mate30正面……打扰了 ,-1,0
华为5G手机Mate30华为正式发布鸿蒙华为Watch GT2手表曝光，到底能不能加持鸿蒙系统， 不完全统计，这应该是华为第2款搭载鸿蒙系统的智能设备(命名或为Watch GT2)，第1款为荣耀智慧屏电视。表盘界面的设计专利已经提交，申请日期和出版日期之间的时间非常短，仅为两天。手表还配置了扬声器和麦克风，这意味着你可以用它来打电话等！有一就有二，有了荣耀智慧屏，就有Watch GT，再后来，你想华为圈子产品，华为牛逼了。五月数码科技华为 ​​​,1,1
昨天吹了华为Mate30顺便贬低了iPhone11一整天的项老师，结果到头来却连华为Mate30系列的发布时间都搞不清楚……真滑稽。 ,-1,0
本来以为mate20已经够丑了，结果mate30更丑 ,-1,0
光线背后的阴影里，还潜藏着很多待我们发现的美景！9月19日，让我们和华为Mate30一起探索黑暗中的美好。 余承东的微博视频 ,1,0
华为5G手机Mate30又是长安数码君这个糟老头子，他好像又拿到了华为Mate30，关键是他们不给咱们透露呀，你说这怎么办？要不要去给盘一下呢？ ,1,0
华为Mate30荣耀Vera30   从昨天书记爆料的mate30包装盒来看mate30好像真的不支持5G[doge]这就有点让我费解了 荣耀Vera30都全系标配5G 作为大哥mate30系列为什么不全系标配5G呢[哼]  我感觉还是因为外挂5G基带功耗高 体验上可能不怎么好[doge]mate系列一向求稳不会冒这个险[污]并且我感觉这次的mate30普通版本相对于pro版本应该阉割的没那么狠[笑而不语]     再说说Vera30系列  Vera普通版本估计就是相对于V20的常规升级 22.5w换成40w 主摄还是imx586[笑而不语] 还用LCD打孔加侧边[允悲] 处理器990 4G版  最大的亮点应该是支持5G网络吧[笑而不语]当然售价应该还有惊喜[doge]我保守估计起售价应该低于3400[doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge][doge]   Vera30pro 估计还是很有料的[偷乐] 90Hz屏幕刷新率[doge] 主摄应该是华为下放的imx600[笑而不语] 应该用oled屏加屏下指纹解锁[doge] 40快充[doge] tof镜头回归[doge] 处理器为麒麟990 5G版[doge] 至于是升降、水滴还是挖孔还很难说[doge] 我估计售价应该和华为mate30差不多[doge] 要真是这样你是选华为mate30还是选荣耀Vera30pro呢？[并不简单]      以上内容来源于  遛猴科技[doge] 要是错了你们知道该打谁了吧@遛猴大师 [嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻][嘻嘻],1,1
华为智慧屏来了，将和华为Mate30一起发布。目前知道的是一款搭载鸿蒙系统的65英寸屏，预计会有OLED面板。 ,1,0
华为5G手机Mate30请苹果手机先把时钟里香港、澳门、台湾列为中国吧，之前有括号中国，现在没有，苹果是什么意思，一面想要钱一面要政治立场，选择了与一个中国相违背的政治立场，就请离开中国市场。 ,0,0
华为5G手机Mate30我不管、我不管、我不管，我就喜欢华为、我就支持华为 ,1,0
华为手机这几年每次都领先苹果一个身位，华为双卡双待后，苹果才出来; 这次华为马上要出5g手机了，苹果又落后了，整整一年。个人很喜欢华为保时捷手机，特别喜欢背面的真皮设计，很有手感，玻璃材质体现不出高贵冷艳华为5G手机Mate30 ,1,0
华为5G手机Mate30为啥我觉得挺好看的，如果摄像头能做平简直太舒爽了。你买的是柯南啊！！ ,1,0
期待华为Mate30系列发布会 ,1,0
华为5G手机Mate305G手机的放量要等到2020年，其中SOC标志放量条件成熟。9月份三星、华为、高通相继发布了集成5G基带的SoC，华为明确表示配置麒麟990的Mate30Pro系列手机在9月19日发布，预计将是首款搭载5G SoC的旗舰终端。当前4G手机平均功耗在4~5W，5G芯片的峰值耗电量是4G芯片的2.5倍，5G手机平均功耗预计相比4G有30%左右提升，散热需求相比4G更加突出。 ,1,1
等华为5G手机的理由 看了凌晨的发布会吗？依旧是刘海屏、没有创新的苹果首次对比华为，不过这次华为估计要表达不屑了，因为华为即将发布5G手机Mate30，苹果却还是4G，手机买新不买旧，你们懂的，这回华为再一次稳了🙈下面网友制作的两张图，深得我心 ,1,0
华为5G手机Mate30为什么我觉得这个30看起来也不是很好看，是不是都流行多个摄像头了，我还是比较喜欢简单一点的！ ,-1,0
华为5G手机Mate30支持国产！支持华为！另外，我的4G是降速了吗，网速很捉急啊 ,1,0
华为5G手机Mate30看观察者报道美国人报道中国人报道美国人报道中国人的华为看到这个评论👴笑了“我上电视了！我上的电视上中国的电视了！我上的电视上中国的电视上我上的电视了！” ,1,0
华为5G手机Mate30浴霸和滚筒洗衣机之间的比拼我投浴霸一票✌️iphone11 pro ,-1,0
等华为5G手机的理由 看完苹果发布会，两个感受：1.苹果不再“高冷”，苹果首次对比华为；2.未来5G时代，苹果落后太多。9月19日看看华为5G手机Mate30的表现 ,1,0
华为5G手机Mate30长这样我觉得还行，可以接受 ,1,0
华为5G手机Mate30支持华为，真的很好用 上海 ,1,0
默默筹备了大半年项目快要上线了大写的“紧张”怎么有种“丑媳妇怕见公婆”滴感觉呢～～华为Mate30 厦门 ,1,0
华为5G手机Mate30有一个误区，我发现大家一说都在吐槽5g套餐贵，首先，5g手机不仅支持5g网络，也支持4g，也就是说买了5g不一定用。其次，5g手机可以等套餐降价直接用了不必再换手机了，时刻准备着。然后呢，移动目前有免费100g的5g套餐体验，持续到本月底，大家可以体验一下，没什么不好[挖鼻][挖鼻][挖鼻]。,1,1
这或许是苹果的尴尬！网友太毒了，面对苹果新品iphone11，网友直言要买华为5G手机Mate30！原因也扎心了，因为苹果5G要等一年，华为只要一周！！ ,1,0
搜索iPhone 11第一条居然是 华为Mate30库克：？？？ ,1,0
华为5G手机Mate30苹果正奋力追赶，当华为开始玩滚筒洗衣机了，苹果终于有了浴霸[坏笑]，苹果表示不服，俺这是剃须刀啊[允悲]9月份三星、华为、高通相继发布了集成5G基带的SoC，配置麒麟990的Mate30Pro机皇，将在9月19日发布。当前4G手机平均功耗在4~5W，5G芯片的峰值耗电量是4G芯片的2.5倍，5G手机平均功耗预计相比4G有30%左右提升，散热需求相比4G更加突出。5G的设计真的太难了，能真正体现华为舍我其谁的创造力[奥特曼][给力],1,1
华为5G手机Mate30我需要换手机了一直希望华为5g给我一个充足实在的理由换掉苹果可是 华为系统是真的不错 但这个造型……颜控无法接受我欣赏不来它的摄像头外形 ,-1,0
建议大家等一下Mate30，比较一下再下手。,0,0
华为5G手机Mate30现在手机的更新速度，让人往往买完手机就后悔。不敢研究新手机了，怕买完就出另一款，结果自己刚买的刚出来的新手机成了过去，还没研究明白就出下一部了 沈阳 ,-1,0
华为5G手机Mate30 这是要和苹果11比摄像头谁多嘛？希望华为的P系列颜值永存🤟 ,1,0
华为5G手机Mate305G赋能未来，期待 ,1,0
我觉得我没说错华为Mate30 ,1,0
用与生俱来的探索精神，去激发不受约束的无尽想象。戳视频说说看，视频里隐藏了华为Mate30哪些重点信息？Rethinkpossibilities华为终端官方微博的秒拍视频 ,1,0
华为5G手机Mate30建议现在别把华为mate30吹的太热，毕竟还得实际使用再说，而且对于大部分人来说，其实5g还真的有点远，虽然我也挺喜欢华为，但是不得不承认两者还是有一定差距的。希望mate30给我们一个惊喜，不要到时候各种被吐槽。 嘉兴 ,0,0
华为5G手机Mate30网友评论，iphone之后，华为又稳了，对于这个是三星发布折叠屏以后余承东发的，而事实也证明了这点，而这次，你觉得华为稳了吗？ ,0,0
华为5G手机Mate30mate30也不怎么好看大家谁还记得mateX?啥时候上市mateX？ 大连·高新园区 ,0,0
华为Mate30正面设计：小刘海屏幕+非曲面设计，或有简版3D结构光。在各种全面屏争奇斗艳的今天，华为mate30系列仍然坚持“刘海屏”设计，一点点进化发展，走有自己特色的风格，我个人挺欣赏。你们会考虑这款全面屏手机吗？部分图源：数码闲聊站 ,1,0
华为从昨晚开始投了一批 yxh 的广告，等华为5G手机的理由华为5G手机Mate30◀️以及这样的热搜tag。华为肯定会把 5G 作为营销的重中之重，因为这是目前很多用户最大痛点。P30 系列从根本上来说是失败的产品，如果 mate30 能打个漂亮的仗，就能弥补 P30 系列的口碑损失。但就拍照和视频的综合能力和使用体验而言，iPhone 仍然没有对手，这是安卓厂商怎么吹都改变不了的事实。,1,1
华为5G手机Mate30iphone11 这是苹果几 光哥土鸡蛋的微博视频 ,0,0
突破时空之限，让想象从此无界。9月19日，与华为Mate30一起，Rethinkpossibilities。  华为终端官方微博的微博视频 ,1,0
OPPO的Reno2刚发布了，感觉不是很香啊，又是高价低配没啥可买的。。个人感觉现在千元机最好买荣耀9X/红米 note8 pro/Realme Q，三千元档次买魅族16sPro，四千档次毋庸置疑一加7 Pro。不过9月国产机竞争太激烈了，还得看看华为Mate30，小米Mix4和一加7T Pro，不过好像已经石锤，今年不会有比一加7 Pro屏幕还好的手机了……苹果阵营的话，等明天凌晨1点开了发布会之后，iPhone11如果升级到1080P的LCD屏，再加上iPad Pro级别的全角度面部识别，加上宇宙无敌的A13，等双十一降到5000+，也是真香！当然也可以考虑降价到3000+的Xr，性价比无敌了。虽然苹果后置镜头的处理实在是恶心，虽然现在也就那几个方案，但是感觉完全没有Mate20 Pro处理的好看。。[二哈],1,1
苹果首次对比华为有多少人和我一样，后悔自己熬夜蹲苹果发布会的？来举个手！Iphone11没有5G版本你还会考虑入手吗？反正我开始想等华为5G手机Mate30了，等华为5G手机的理由 ,1,0
华为5G手机Mate30 这肯定不是滚筒洗衣机。 ,1,0
华为Mate30 要什么iPhone11，华为mate30不好吗？华为终端官方微博的微博视频 ,1,0
华为5G手机Mate30余承东躺赢，iPhone 11没有5G版本，将华为Mate30 推向热搜！因为苹果5G要等一年，华为只要一周时间，安卓机皇来了，这次5G一步到位！  叫板苹果！华为Mate30全面曝光，其实这才是华为的真正实力！ ,1,0
华为Mate30 Pro参数被曝光网友：稳了科比：别以为已经稳了 ,-1,0
华为5G手机Mate30等华为5G手机的理由买个热搜做广告不过分吧，有的人简直恶心，又没人不让你买苹果 ,1,0
苹果发布会苹果首次对比华为苹果新手机名iPhone11华为Mate30等华为5G手机的理由 一个产品失去继续给用户带来惊喜，便是创新停止的开始。苹果的未来，在哪里🧐 ,1,0
